Tweet_ID,Created_Date,Text,Likes,Retweets,Elapsed (Hours),Like Score,Retweet Score
1406490247303598082,2021-06-20 05:53:00+05:30,"This #FathersDay, #SurpriseYourDad by taking charge of your own banking journey seamlessly with ICICI Bank's digital banking platforms - iMobile Pay and internet banking. #HappyFathersDay https://t.co/lu4pFepoo6",2894,273,277.204676955,10.439939296081203,0.9848318686351654
1406461806848221186,2021-06-20 04:00:00+05:30,"Use the #TrackDeliverables feature on #ICICIBank #iMobilePay or internet banking to track your bank deliverables such as cards, cheque book, statements, etc. 

Know more here: https://t.co/hs4z6iOQ8u 

#BankFromHome #StaySafeBankSafe https://t.co/LuYF0RO2cI",17,2,279.08801028833335,0.060912684792287716,0.007166198210857379
1406454259114147846,2021-06-20 03:30:00+05:30,"Avail offers on online doctor consultations and full body checkup at home with Mfine by transacting using your #ICICIBank debit/credit card or internet banking.

Learn more here: https://t.co/2AAA0M7JnU https://t.co/viLRx3bP7f",14,1,279.58801028833335,0.05007367800057695,0.003576691285755497
1406288162679267329,2021-06-19 16:30:00+05:30,Never follow a URL you are unsure of. Practice #SafeBanking at all times with #ICICIBank #iPledgeSafeBanking. More on: https://t.co/SghQHRZVJ8 https://t.co/YJmuWa37rO,24,1,290.58801028833335,0.08259115706868365,0.0034412982111951523
1406257966198579203,2021-06-19 14:30:00+05:30,"Never install apps from ‘untrusted sources’ on your smartphone, and shut the door on unwanted threats and issues. Stay safe and practice #SafeBanking https://t.co/yUU4d5MCNE",52,3,292.58801028833335,0.17772430233472708,0.010253325134695793
1406227767100731392,2021-06-19 12:30:00+05:30,"‘#ICICIStackForCorporates’ is the Bank’s all-new initiative that offers a comprehensive set of 360-degree digital banking solutions to the entire corporate ecosystem, including employees, dealers, vendors and all other stakeholders. Read more here.
https://t.co/79fM0ExYFv",15,2,294.58801028833335,0.050918569242918196,0.006789142565722426
1406212667153391622,2021-06-19 11:30:00+05:30,"No more stressing over hefty school/college fees! #ICICIBank internet banking can help you convert that fee into quick, easy and instant EMIs. Know more about ‘EMI @ Internet Banking’ in this video. #StaySafeBankSafe #BankFromHome
https://t.co/GUPivlrN66",11,0,295.58801028833335,0.037213958676030105,0.0
1406175138618298370,2021-06-19 09:00:53+05:30,"Actor Karan Tacker shares the lessons he learnt from his father Kuku as he grew up. Today, it's Karan's turn to teach his dad how to pay directly to contacts. This Father's Day, help your dad link any of his bank accounts to iMobile Pay. #HappyFathersDay https://t.co/4R5kba4fE7",3543,232,298.07328806611116,11.886338500799107,0.7783320723074776
1406170948907065344,2021-06-19 08:44:14+05:30,Payments to contacts now happen at the click of a button with iMobile Pay. Niharika Konidela teaches her father Nagababu Konidela the new way to pay with iMobile Pay. #HappyFathersDay https://t.co/VSpCn43Urh,5558,317,298.35078806611114,18.6290776572992,1.0625076677516816
1406165023752294406,2021-06-19 08:20:41+05:30,"Shriya Pilgaonkar shares the lessons she learnt growing up, and teaches her father Sachin Pilgaonkar a new way to make payments. Watch till the end to know more. #HappyFathersDay #iMobilePay https://t.co/MUry1idE7p",4544,230,298.7432880661111,15.21038356849853,0.7698917739336845
1406122068224086020,2021-06-19 05:30:00+05:30,"To make your banking journey smooth and seamless, #ICICIBank has got you covered with iPlay, where you can watch demos on how to use each of its services with ease. Know more: https://t.co/soPzCGT05O https://t.co/xYqGETWwz9",19,0,301.5880105655556,0.06299985189852236,0.0
